eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
1,1,1,42,2,2,4,2,3,3,2,3221,44,56,25,1,NA,NA,1,NA,NA,17,17,NA,22,NA,22,22,1,4,7,4,NA,NA,NA,NA,NA,NA,8,2,3,2,4,3,4,3,3,3,1,1,1,1,1,2,1,1,2,3,4,2,3,5,90,4,3
2,1,2,19,1,15,1,4,3,3,4,NA,NA,NA,NA,NA,NA,5,5,2,NA,3,3,NA,18,NA,18,18,1,3,6,1,9000,19,NA,NA,1,1,7,3,3,2,2,2,2,4,3,2,1,2,1,3,1,1,1,2,3,4,2,3,3,3,140,10,7
1,1,2,49,3,6,4,2,2,2,4,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,2,NA,2,6,3,3,NA,4,3,2,2,2,3,1,NA,1,1,1,2,2,1,4,NA,NA,NA,NA,NA,60,9,3
1,1,1,57,3,7,4,3,3,3,1,3254,57,59.85,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1968,53,1,2,NA,2,8,4,2,NA,3,4,3,2,3,1,1,NA,1,1,1,NA,2,2,2,NA,NA,NA,NA,NA,30,9,5
1,1,1,63,4,10,4,2,3,3,4,NA,NA,NA,NA,NA,NA,6,4,1,NA,4,4,NA,NA,NA,4,4,2,NA,4,3,NA,NA,NA,NA,NA,NA,4,1,NA,2,2,4,4,4,4,1,2,2,1,3,1,NA,1,1,5,4,2,4,NA,4,100,7,3
1,1,2,30,2,8,4,5,4,4,3,NA,NA,NA,NA,NA,NA,4,1,NA,600,NA,6,3000,NA,3000,NA,19,1,4,4,2,NA,NA,NA,NA,NA,NA,7,3,3,2,4,2,2,4,4,1,2,2,1,3,NA,2,1,1,2,3,3,5,2,4,50,10,6
2,1,2,53,3,16,1,5,4,4,1,NA,NA,NA,46,1,NA,NA,5,2,NA,5,5,NA,NA,NA,5,5,2,NA,7,4,NA,NA,NA,NA,NA,NA,5,2,1,2,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,1,1,1,3,3,5,150,5,3
2,1,2,67,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,4,2,NA,9,9,NA,NA,NA,9,9,2,NA,4,3,1979,42,4,NA,2,2,5,NA,4,2,2,2,2,2,1,1,3,1,1,2,2,1,1,1,3,3,2,3,3,1,120,4,4
1,1,2,59,3,2,4,2,3,3,3,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,3,NA,16,NA,16,16,1,1,7,4,1987,34,1,2,NA,2,10,3,4,1,3,3,2,3,2,1,1,1,2,NA,1,2,1,2,3,3,2,3,4,5,90,4,3
2,1,NA,NA,NA,14,1,2,3,3,2,7422,35,36.92,43,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,1,2,2,1,1,1,1,1,2,2,NA,2,1,3,3,2,2,3,5,130,2,2
1,1,2,27,1,7,4,4,5,6,1,3212,54.58,57.37,40,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,2020,1,1,1,NA,2,7,3,3,1,2,2,3,4,4,1,2,1,1,3,1,1,1,1,2,3,3,3,3,3,30,3,3
2,1,1,67,4,14,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,19,NA,19,19,1,1,7,4,NA,NA,NA,NA,NA,NA,10,2,3,1,1,1,3,3,3,1,1,2,1,3,2,2,2,2,2,5,5,1,1,5,130,1,1
1,1,1,68,4,7,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,4,1,NA,15,15,NA,20,NA,20,20,1,1,7,4,NA,NA,NA,NA,NA,NA,9,NA,3,NA,2,3,2,3,3,3,1,NA,1,2,NA,2,2,NA,3,3,2,4,3,4,30,5,4
2,1,2,50,3,16,1,3,5,5,2,3251,49.87,47.83,29,1,NA,NA,1,NA,NA,10,10,NA,17,NA,17,17,1,1,7,3,1988,33,1,NA,2,2,9,3,3,1,2,1,3,3,3,1,1,2,1,3,1,2,1,2,1,5,5,2,2,5,150,5,3
1,1,1,64,4,8,4,5,3,3,2,2654,66.78,63.31,40,NA,NA,NA,1,NA,NA,17,17,NA,NA,NA,NA,NA,1,2,7,4,NA,NA,NA,NA,NA,NA,7,3,2,2,2,NA,2,3,4,2,2,NA,1,2,1,2,1,1,2,3,3,2,2,4,10,7,3
1,1,1,69,4,8,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,20,NA,20,20,1,1,7,3,1993,28,1,2,NA,2,9,3,3,2,2,3,2,3,2,1,1,2,1,2,1,2,1,2,3,5,4,2,2,5,50,9,4
2,1,2,26,1,15,1,4,4,4,2,3221,44,56,30,1,NA,NA,5,1,NA,11,11,NA,19,NA,19,19,1,2,4,3,2014,7,2,NA,2,2,8,3,2,NA,2,4,1,3,3,1,1,NA,1,3,1,2,1,1,3,NA,NA,NA,NA,NA,140,5,3
2,1,1,81,5,12,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,7,NA,7,7,1,1,7,4,9000,81,NA,NA,2,2,10,3,3,NA,1,1,1,2,2,1,1,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,120,3,3
2,1,1,47,3,15,1,5,3,3,1,NA,NA,NA,55,NA,NA,NA,1,NA,5000,NA,23,NA,24,NA,24,24,1,2,4,1,2008,13,1,NA,1,1,6,3,3,2,2,2,3,4,4,1,2,2,2,NA,2,2,1,1,2,2,3,4,3,5,140,10,7
1,1,1,61,4,8,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,15,NA,15,15,1,1,1,1,2005,16,1,1,NA,2,6,3,3,NA,3,3,2,2,3,2,2,NA,1,2,1,1,1,1,4,NA,NA,NA,NA,NA,50,8,6
1,1,1,62,4,1,4,2,3,3,1,8121,41.13,30.32,40,1,NA,NA,1,NA,NA,20,20,NA,22,NA,22,22,1,1,7,4,2001,20,1,2,NA,1,7,3,3,NA,1,2,4,2,2,1,2,NA,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,10,4,3
1,1,2,28,1,6,4,5,5,6,1,5412,40.89,51.5,41,1,NA,NA,5,1,NA,16,16,NA,23,NA,23,23,1,1,4,3,NA,NA,NA,NA,NA,NA,8,4,3,1,3,4,2,1,2,1,1,NA,1,2,2,1,1,1,2,5,5,2,2,5,60,3,3
1,1,1,59,3,9,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,9,NA,9,9,1,1,7,4,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,3,3,3,2,2,1,2,NA,1,2,1,1,3,3,3,3,3,4,70,7,1
1,1,1,68,4,18,NA,5,5,7,4,NA,NA,NA,NA,NA,NA,2,4,1,2000,NA,15,NA,NA,2000,NA,15,2,NA,6,2,NA,NA,NA,NA,NA,NA,10,4,4,1,4,4,1,1,3,2,1,1,1,1,2,2,2,2,1,3,4,2,3,4,50,10,4
2,1,1,64,4,17,1,NA,3,3,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,4,4,NA,NA,NA,4,4,2,NA,7,4,2004,17,1,NA,2,2,0,2,1,2,1,3,1,3,4,1,3,2,1,3,1,1,1,1,5,2,1,4,5,1,160,3,3
1,1,2,61,4,1,4,3,3,3,2,4110,42.09,43.33,20,1,NA,NA,4,1,1200,NA,10,NA,NA,1200,NA,10,2,NA,4,3,9000,61,NA,2,NA,2,3,3,2,2,4,1,3,4,4,1,1,1,1,3,1,1,1,1,1,5,4,2,2,5,80,3,3
1,1,1,70,4,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,1500,NA,13,2000,NA,2000,NA,15,1,1,4,3,2018,3,1,1,NA,1,8,2,2,NA,3,3,3,3,3,2,2,NA,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,30,5,4
2,1,2,32,2,13,1,5,5,5,1,3342,48.81,57.99,39,1,NA,NA,1,NA,NA,17,17,NA,24,NA,24,24,1,1,7,3,NA,NA,NA,NA,NA,NA,10,4,3,2,4,4,3,3,3,2,1,2,1,2,2,2,2,2,1,3,4,2,3,5,120,9,4
1,1,2,68,4,2,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,3,1978,43,1,2,NA,2,9,2,2,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,2,4,5,1,2,4,90,5,3
2,3,1,30,2,95,NA,4,5,5,1,NA,NA,NA,20,1,3,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,5,3,4,2,3,3,2,3,3,2,2,2,2,NA,2,1,1,1,2,4,4,3,3,2,112,10,7
1,1,2,36,2,1,4,5,5,7,1,3321,46,60.29,42.5,1,NA,NA,1,NA,NA,20,20,NA,25,NA,25,25,1,1,4,1,NA,NA,NA,NA,NA,NA,9,4,3,1,3,3,2,3,2,2,1,2,1,2,1,2,2,2,1,2,3,3,3,5,90,10,7
1,3,2,57,3,95,NA,2,2,2,1,9329,21.08,16.36,40,1,NA,NA,4,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,3,NA,NA,NA,NA,NA,NA,8,2,1,2,3,2,3,3,3,1,2,2,1,3,1,2,1,1,2,4,5,2,2,3,90,3,3
1,1,2,65,4,1,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,2,2,2500,NA,17,NA,NA,2500,NA,17,2,NA,4,3,NA,NA,NA,NA,NA,NA,8,3,3,2,2,2,3,3,3,2,2,2,1,3,NA,2,1,NA,2,2,4,3,3,4,80,7,3
1,1,2,40,2,7,4,5,5,7,1,2341,57,76.49,45,1,NA,NA,5,2,NA,19,19,NA,NA,NA,19,19,2,NA,4,3,9000,40,NA,2,NA,2,7,3,3,1,3,3,3,3,3,1,2,2,1,2,1,2,1,1,2,2,3,3,3,3,30,NA,4
1,1,2,29,1,8,4,4,4,4,4,NA,NA,NA,NA,NA,NA,6,5,1,NA,NA,NA,NA,20,NA,20,20,1,2,4,3,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,3,3,3,1,2,1,1,3,1,2,1,1,2,3,3,4,3,3,50,10,4
1,1,2,63,4,9,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,4,2020,1,1,2,NA,2,8,3,3,1,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,3,4,2,3,5,70,4,1
2,1,1,59,3,NA,NA,4,5,6,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,6,6,NA,NA,NA,6,6,2,NA,3,2,NA,NA,NA,NA,NA,NA,0,1,1,2,2,2,4,4,4,1,NA,2,1,3,1,1,1,1,5,5,1,5,5,1,112,10,7
1,1,1,38,2,8,4,5,4,4,1,2431,50.09,73.91,40,3,2,NA,1,NA,2800,NA,18,4500,NA,4500,NA,22,1,2,4,1,NA,NA,NA,NA,NA,NA,7,3,2,2,2,1,3,2,4,NA,2,2,1,3,1,1,1,1,4,2,4,4,4,5,50,8,6
1,1,1,82,5,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,16,NA,16,16,1,1,7,4,9000,82,NA,2,NA,2,10,3,3,1,1,2,3,2,4,1,1,2,1,2,1,2,1,1,3,4,5,2,2,5,50,3,3
2,1,2,33,2,15,1,5,5,7,2,3313,43.81,55.25,32,1,4,NA,1,NA,NA,14,14,NA,23,NA,23,23,1,3,4,2,NA,NA,NA,NA,NA,NA,7,3,2,2,2,2,2,3,3,1,2,1,1,2,1,2,1,1,2,2,3,3,4,4,140,10,7
2,1,1,68,4,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,14,NA,14,14,1,1,4,1,NA,NA,NA,NA,NA,NA,8,NA,3,2,2,2,4,2,3,2,2,1,1,2,1,1,1,1,3,5,5,2,2,5,150,8,6
1,1,1,75,5,8,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,18,18,NA,20,NA,20,20,1,1,7,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,3,2,4,2,2,2,1,2,1,2,2,2,3,5,5,2,3,5,50,7,3
2,1,2,39,2,12,1,5,5,7,1,2149,55,78.69,39,1,NA,NA,1,NA,3000,NA,19,6000,NA,6000,NA,24,1,3,7,2,NA,NA,NA,NA,NA,NA,8,3,3,1,3,4,1,2,3,2,2,2,1,2,1,2,1,1,1,2,3,3,3,3,120,10,4
1,1,1,54,3,8,4,3,5,5,1,3322,47,57.03,42.5,1,NA,NA,1,NA,NA,21,21,NA,23,NA,23,23,1,2,4,1,2012,9,1,1,NA,1,9,3,3,2,2,3,4,2,4,2,2,1,1,2,1,1,1,1,1,4,2,3,3,5,50,8,6
1,1,2,28,1,2,4,3,5,5,3,NA,NA,NA,NA,NA,NA,6,1,NA,NA,5,5,NA,25,NA,25,25,1,5,7,4,9000,28,NA,2,NA,1,NA,3,2,NA,3,3,3,4,4,1,2,NA,2,NA,1,2,1,1,2,NA,NA,NA,NA,NA,90,3,3
1,1,2,81,5,17,2,2,2,2,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,3,NA,12,NA,12,12,1,1,6,3,1980,41,2,2,NA,1,NA,2,3,NA,2,3,3,2,4,3,1,NA,2,NA,2,2,1,1,4,NA,NA,NA,NA,NA,50,8,6
2,1,1,22,1,15,1,3,3,3,1,7411,44.01,36.35,40,1,NA,NA,5,2,NA,13,13,NA,NA,NA,13,13,2,NA,4,2,2020,1,1,NA,2,1,8,2,2,NA,4,4,2,2,3,1,2,NA,2,NA,1,2,2,2,3,NA,NA,NA,NA,NA,140,10,7
1,1,1,49,3,95,NA,2,3,3,1,7223,37.87,28.7,38.5,1,NA,NA,1,NA,NA,17,17,NA,17,NA,17,17,1,1,1,1,NA,NA,NA,NA,NA,NA,7,2,NA,2,2,2,3,2,NA,1,3,1,1,2,1,1,1,1,3,4,4,4,4,4,90,10,7
1,1,2,24,1,7,4,5,5,7,1,2330,62.63,82.41,50,1,3,NA,5,1,1300,NA,11,4000,NA,4000,NA,21,1,1,4,2,2020,1,3,2,NA,1,7,3,3,2,2,2,4,4,4,1,1,2,1,3,1,2,2,2,1,2,3,3,3,3,30,9,3
1,1,2,64,4,6,4,4,4,4,2,3312,45.93,59.76,29,1,NA,NA,4,1,2000,NA,15,NA,NA,2000,NA,15,2,NA,4,3,1999,22,3,2,NA,1,9,3,2,1,3,2,1,2,3,2,1,1,1,2,1,2,1,2,1,3,3,2,2,5,70,8,3
2,1,NA,NA,NA,12,1,3,3,3,1,5141,32,31.08,40,1,3,NA,4,1,NA,9,9,NA,17,NA,17,17,1,1,3,3,NA,NA,NA,NA,NA,NA,7,NA,NA,2,1,1,2,3,4,1,3,1,1,2,1,1,1,1,2,1,3,3,3,5,120,10,4
1,2,2,41,2,6,4,5,5,7,2,2166,63.19,79.74,25,3,NA,NA,4,2,NA,13,13,NA,16,NA,16,16,1,1,4,1,2008,13,6,1,NA,1,5,3,2,1,3,1,4,4,4,1,2,2,1,3,1,2,2,2,4,2,2,3,4,3,20,10,7
2,1,2,56,3,15,1,3,3,3,1,NA,NA,NA,40,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,9000,56,NA,NA,NA,2,7,2,2,2,2,3,1,3,2,2,2,2,NA,NA,1,2,1,1,2,3,4,2,3,5,140,NA,NA
1,1,1,56,3,2,4,2,3,3,1,7322,41.08,30.49,35,1,NA,NA,1,NA,2500,NA,17,3000,NA,3000,NA,19,1,1,7,4,1968,53,1,2,NA,2,8,2,3,1,3,1,3,2,3,1,1,1,1,2,1,1,1,1,2,3,4,3,2,5,90,7,3
2,1,2,63,4,15,1,3,5,5,1,3412,49,52.72,40,NA,NA,NA,1,NA,NA,16,16,NA,19,NA,19,19,1,1,3,1,9000,63,NA,NA,1,2,7,3,2,2,1,1,4,4,4,1,4,2,1,1,1,2,1,1,4,2,2,3,4,4,140,10,7
1,1,2,41,2,7,4,1,1,1,2,9112,20,14.21,20,1,NA,NA,1,NA,NA,6,6,NA,9,NA,9,9,1,2,4,3,9000,41,NA,1,NA,1,NA,2,2,NA,2,2,3,4,3,2,2,NA,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,30,9,5
1,1,1,85,5,8,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,15,15,NA,NA,NA,15,15,2,NA,7,4,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,2,2,1,3,2,1,2,1,2,2,1,2,2,3,3,4,1,2,2,50,10,6
2,1,2,49,3,17,1,5,4,4,2,3353,54.64,54.27,30,1,NA,NA,5,1,NA,14,14,NA,18,NA,18,18,1,5,7,3,1997,24,1,NA,1,1,6,2,3,1,3,2,3,3,4,2,2,1,1,2,1,2,1,2,2,3,4,2,3,3,160,2,2
2,1,2,65,4,17,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,10,10,NA,NA,NA,10,10,2,NA,7,3,9000,65,NA,NA,2,2,10,3,3,2,2,4,3,3,3,1,2,2,1,3,2,2,1,2,2,5,4,2,2,3,160,4,4
1,1,2,61,4,6,4,3,3,3,1,3313,43.81,55.25,48.5,1,NA,NA,1,NA,NA,14,14,NA,21,NA,21,21,1,1,7,3,9000,61,NA,1,NA,1,5,3,3,NA,3,3,2,3,3,2,2,NA,1,2,1,2,1,2,4,NA,NA,NA,NA,NA,60,3,3
2,1,1,80,5,15,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,10,10,NA,17,NA,17,17,1,1,3,3,1973,48,1,NA,NA,2,10,2,3,NA,4,1,4,1,4,1,1,NA,1,3,1,2,1,1,2,NA,NA,NA,NA,NA,140,NA,NA
2,1,1,78,5,17,1,3,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,10,10,NA,16,NA,16,16,1,1,7,3,1994,27,1,NA,2,2,8,3,3,NA,3,3,2,2,3,2,2,NA,1,2,1,2,2,2,3,NA,NA,NA,NA,NA,160,NA,5
1,1,1,43,2,9,4,5,5,7,1,2433,48.37,73.91,40,1,NA,NA,5,1,NA,20,20,NA,25,NA,25,25,1,3,7,4,2008,13,1,1,NA,1,8,4,3,2,3,3,3,4,4,2,1,1,1,1,1,2,1,1,2,3,3,2,3,5,70,9,3
1,1,2,42,2,5,4,2,2,2,4,NA,NA,NA,NA,NA,NA,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,1,1,NA,2,6,3,2,2,2,1,4,4,4,1,2,2,1,3,1,1,1,1,5,2,1,4,5,5,20,10,7
2,1,1,49,3,7,3,5,5,7,1,NA,NA,NA,40,2,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2004,17,5,NA,1,1,6,3,4,2,1,2,4,4,4,1,2,2,1,3,1,2,2,2,3,3,3,3,2,4,112,10,7
2,1,1,49,3,7,3,5,6,8,1,1120,64.51,70.34,50,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,1,NA,NA,NA,NA,NA,NA,9,5,3,1,3,3,2,NA,2,2,1,1,1,2,2,2,2,2,1,3,5,2,2,5,112,10,7
1,1,2,63,4,17,2,3,3,3,1,3354,54.64,59.18,50,1,NA,NA,4,2,3100,NA,19,NA,NA,3100,NA,19,2,NA,7,4,1996,25,2,2,NA,2,10,3,3,1,2,2,3,3,4,2,2,2,1,3,2,2,1,2,2,3,5,2,3,5,80,5,3
1,1,2,62,4,15,2,3,3,3,2,5223,42.78,28.48,15,1,NA,NA,1,NA,NA,7,7,NA,17,NA,17,17,1,2,4,4,2002,19,5,1,NA,2,7,3,1,1,1,2,4,2,3,2,1,2,1,3,1,1,1,1,4,2,2,4,3,5,90,9,2
1,1,2,61,4,5,4,2,2,2,3,NA,NA,NA,NA,NA,NA,3,3,2,1260,NA,11,NA,NA,1260,NA,11,2,NA,4,1,2006,15,6,2,NA,2,10,5,3,1,1,1,1,2,1,1,1,2,1,3,1,2,1,1,2,3,3,2,2,3,90,10,7
1,1,1,42,2,6,4,4,4,4,1,3322,47,57.03,45,3,NA,NA,5,1,NA,16,16,NA,20,NA,20,20,1,2,7,3,9000,42,NA,2,NA,2,8,2,2,NA,4,4,1,3,3,1,3,NA,1,1,1,2,1,2,3,NA,NA,NA,NA,NA,60,7,3
2,1,1,79,5,14,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,4,4,4,1,3,2,1,3,1,2,1,1,4,5,3,2,3,3,130,4,4
2,1,2,21,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,3,3,3,2,2,1,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,160,8,6
1,1,1,30,2,8,4,NA,5,6,1,1342,73.51,65.01,43.5,1,NA,NA,5,1,NA,19,19,NA,NA,NA,19,19,2,NA,4,1,2021,0,1,1,NA,1,8,4,4,NA,3,3,3,4,4,2,1,NA,2,NA,NA,2,1,2,3,NA,NA,NA,NA,NA,50,10,6
1,1,2,80,5,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,3,1964,57,1,2,NA,NA,7,3,3,NA,NA,3,3,4,NA,3,2,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,50,7,3
1,3,1,21,1,95,NA,5,3,3,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,4000,NA,4000,NA,21,1,4,4,3,2019,2,6,2,NA,1,8,4,3,NA,3,3,2,2,3,1,1,NA,1,3,2,2,1,2,1,NA,NA,NA,NA,NA,80,7,3
1,1,1,65,4,10,4,4,5,7,1,3322,47,57.03,48,NA,NA,NA,4,1,2500,NA,17,NA,NA,2500,NA,17,2,NA,7,3,NA,NA,NA,NA,NA,NA,8,4,3,1,4,4,2,2,1,2,1,1,1,2,2,2,1,2,2,5,5,2,2,4,100,7,3
1,1,1,62,4,2,4,3,3,3,1,1420,45.13,51.56,50,1,NA,NA,1,NA,NA,21,21,NA,22,NA,22,22,1,1,4,3,2015,6,1,2,NA,1,8,3,2,NA,1,2,2,4,4,2,1,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,90,8,5
1,1,1,71,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,16,16,NA,19,NA,19,19,1,1,7,3,1980,41,1,2,NA,2,8,3,3,1,3,4,1,1,1,2,1,1,1,1,1,2,1,1,1,5,5,2,1,5,50,4,4
1,NA,1,34,2,95,NA,NA,5,7,1,2512,51,74.66,40,1,NA,NA,2,2,NA,19,19,NA,NA,NA,NA,NA,NA,NA,4,2,2020,1,5,1,NA,1,6,3,2,NA,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,90,10,4
2,1,2,53,3,12,1,3,3,3,2,5223,42.78,28.48,35,1,NA,NA,5,1,NA,13,13,NA,19,NA,19,19,1,1,1,3,9000,53,NA,NA,1,2,8,2,3,1,1,3,3,2,2,1,2,2,1,2,1,1,1,1,2,3,4,3,4,4,120,4,4
1,1,1,47,3,7,4,5,5,7,1,4110,42.09,43.33,40,1,NA,NA,1,NA,3000,NA,19,4800,NA,4800,NA,22,1,4,5,3,2013,8,1,2,NA,2,9,4,3,NA,4,4,1,2,2,1,1,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,30,3,3
2,1,2,79,5,12,1,5,6,8,4,NA,NA,NA,NA,NA,NA,2,1,NA,700,NA,6,NA,19,NA,19,19,1,1,7,1,NA,NA,NA,NA,NA,NA,8,3,2,1,1,3,1,1,2,1,1,2,1,3,2,2,1,2,3,2,4,3,3,3,112,10,7
2,3,2,25,1,95,NA,7,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,1,2019,2,1,NA,2,2,3,3,2,NA,3,1,2,2,3,NA,NA,NA,1,2,2,1,1,2,1,NA,NA,NA,NA,NA,150,8,6
1,1,1,75,5,2,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,4800,NA,22,6800,NA,6800,NA,24,1,1,7,3,1981,40,4,2,NA,2,8,4,3,NA,3,2,3,3,2,2,1,NA,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,80,8,5
1,1,1,30,2,2,4,3,3,3,1,5244,26,38.88,40,1,5,NA,5,1,NA,10,10,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,5,2,2,2,2,1,4,3,4,1,2,1,1,3,1,1,1,1,2,2,2,3,3,3,30,8,5
1,1,1,55,3,8,4,5,5,7,1,2114,67,86.81,40,1,NA,NA,1,NA,2600,NA,17,5000,NA,5000,NA,23,1,1,4,1,NA,NA,NA,NA,NA,NA,8,4,4,2,3,2,4,3,4,1,2,2,1,3,1,2,1,1,3,2,3,3,3,4,30,8,6
1,1,1,45,3,5,4,5,5,7,1,2161,63.19,79.74,45,NA,NA,NA,5,2,2000,NA,15,NA,NA,2000,NA,15,2,NA,4,1,NA,NA,NA,NA,NA,NA,9,NA,3,1,2,2,3,4,3,2,2,1,2,NA,1,1,1,1,1,3,4,2,2,4,20,10,7
2,1,2,43,2,17,1,3,3,3,1,7212,39,28.52,40,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,9000,43,NA,NA,2,2,7,2,2,NA,3,1,4,4,4,1,2,NA,2,NA,1,1,1,1,2,NA,NA,NA,NA,NA,160,3,3
2,1,1,93,6,15,1,4,6,8,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,2,1994,27,NA,NA,2,2,8,3,3,NA,1,2,3,3,2,1,1,NA,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,160,8,6
1,1,1,22,1,6,4,5,3,3,1,7421,44.15,43.76,37.5,1,NA,NA,5,1,NA,8,8,NA,14,NA,14,14,1,1,4,3,2020,1,1,1,NA,NA,7,3,3,1,3,2,3,2,3,2,1,2,1,2,2,2,2,2,1,3,5,3,3,5,60,7,3
1,1,1,87,5,11,4,4,5,6,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,10,10,NA,14,NA,14,14,1,1,5,2,1986,35,2,2,NA,2,8,3,2,NA,2,2,1,2,1,1,1,NA,1,3,1,2,1,1,3,NA,NA,NA,NA,NA,10,10,4
1,1,2,59,3,2,4,3,3,3,2,1420,45.13,51.56,30,1,NA,NA,3,1,NA,14,14,NA,NA,NA,14,14,2,NA,4,4,NA,NA,NA,NA,NA,NA,9,3,3,2,3,2,3,4,4,1,2,1,1,3,2,2,1,1,1,3,4,2,2,5,90,5,3
