respid,age,sex,wohnort,isced97,work,dw15,mstat,hhincc,hs04_r,hs06,hs07,hs05_r,hs09_r,distress,im17_r,im18_r,im19_r,im20_r,im21_r,soz.u,soz.u_na,soz.u_rmt,distress_na,distress_rmt
1006,72,1,Rural,5,4,NA,1,17,2,2,2,1,1,8,3,2,3,2,3,13,13,13,8,8
1009,39,2,Urban,5,2,40,1,NA,2,2,2,3,1,10,1,1,1,4,3,10,10,10,10,10
1011,74,2,Urban,5,4,NA,3,NA,3,3,3,3,4,16,4,3,2,2,2,13,13,13,16,16
1013,48,1,Rural,5,1,40,1,21,4,2,2,2,1,11,2,1,2,2,2,9,9,9,11,11
1015,81,1,Urban,5,4,NA,1,6,3,2,3,2,1,11,3,3,3,4,2,15,15,15,11,11
1018,65,2,Urban,3,3,NA,1,17,3,2,3,3,1,12,1,1,1,2,2,7,7,7,12,12
1021,33,2,NA,5,2,30,NA,NA,3,2,2,2,2,11,3,3,3,3,4,16,16,16,11,11
1022,81,1,Rural,5,4,NA,1,19,2,2,2,1,2,9,4,3,3,3,2,15,15,15,9,9
1027,77,2,Rural,2,4,NA,1,13,4,3,3,4,3,17,3,3,4,3,3,16,16,16,17,17
1028,25,1,Urban,NA,1,40,8,9,2,5,5,1,1,14,3,3,3,2,2,13,13,13,14,14
1029,71,2,Urban,5,NA,NA,1,12,2,1,1,3,1,8,1,2,2,4,4,13,13,13,8,8
1030,48,2,Urban,3,3,NA,1,20,3,2,3,2,2,12,2,1,3,3,3,12,12,12,12,12
1032,NA,2,Rural,2,1,NA,5,NA,4,3,2,3,1,13,3,3,3,3,2,14,14,14,13,13
1034,52,1,Rural,3,1,32,1,NA,4,3,3,3,1,14,3,3,1,2,1,10,10,10,14,14
1037,87,2,Urban,3,4,NA,3,NA,1,2,4,3,1,11,4,3,2,4,4,17,17,17,11,11
1038,29,1,Rural,3,1,45,1,23,3,2,2,2,1,10,1,1,2,2,1,7,7,7,10,10
1042,38,1,Urban,5,1,44.5,1,24,4,3,3,3,2,15,2,2,3,2,2,11,11,11,15,15
1043,68,1,Urban,3,3,NA,1,14,3,3,5,2,1,14,4,4,2,2,1,13,13,13,14,14
1044,61,1,Urban,3,1,40,1,NA,3,2,3,2,1,11,3,4,1,1,2,11,11,11,11,11
1045,29,1,Rural,4,1,38,5,13,2,2,3,2,2,11,3,3,1,1,2,10,10,10,11,11
1048,73,1,Rural,5,4,NA,1,19,3,3,3,4,2,15,3,2,4,4,3,16,16,16,15,15
1049,31,2,Urban,3,1,60,1,NA,5,3,2,4,2,16,3,4,2,1,1,11,11,11,16,16
1050,40,1,Urban,5,1,40,2,19,4,3,4,4,3,18,2,3,3,2,2,12,12,12,18,18
1051,73,1,Urban,4,4,NA,1,23,2,2,2,2,1,9,1,2,3,3,2,11,11,11,9,9
1052,50,1,Urban,1,2,25,1,18,1,5,5,1,1,13,2,4,1,2,2,11,11,11,13,13
1054,23,2,Rural,3,4,NA,5,NA,2,2,2,2,1,9,2,3,2,2,2,11,11,11,9,9
1056,67,1,Urban,3,4,NA,1,19,2,2,3,2,1,10,2,2,2,1,3,10,10,10,10,10
1057,63,1,Urban,5,1,42,1,24,3,3,2,2,3,13,1,3,3,3,3,13,13,13,13,13
1060,21,2,Rural,5,1,50,5,9,5,2,4,4,3,18,3,3,1,1,1,9,9,9,18,18
1061,62,1,Urban,3,4,NA,NA,4,2,2,3,3,3,13,3,4,2,4,2,15,15,15,13,13
1063,33,2,Rural,5,2,30,5,13,4,3,4,3,4,18,3,2,1,2,1,9,9,9,18,18
1064,62,1,Rural,5,4,NA,1,18,3,2,3,2,2,12,3,3,2,2,3,13,13,13,12,12
1068,67,1,Rural,5,4,NA,1,20,3,2,2,1,1,9,2,1,3,1,1,8,8,8,9,9
1070,64,2,Rural,3,4,NA,1,15,2,2,2,3,1,10,3,4,3,4,2,16,16,16,10,10
1071,72,1,Rural,5,4,NA,1,19,3,3,2,3,1,12,1,2,3,4,4,14,14,14,12,12
1072,19,1,Rural,3,4,NA,5,13,2,2,2,3,2,11,3,2,3,3,3,14,14,14,11,11
1073,50,1,Urban,5,1,45.5,1,20,3,1,2,2,1,9,1,1,1,2,2,7,7,7,9,9
1074,33,1,Urban,5,1,45,1,21,4,3,3,3,3,16,3,4,2,1,1,11,11,11,16,16
1076,62,1,Urban,2,4,NA,1,15,4,3,3,3,2,15,3,3,2,2,1,11,11,11,15,15
1078,65,1,Rural,3,3,NA,4,14,3,3,3,4,2,15,4,1,4,4,2,15,15,15,15,15
1083,22,1,Urban,3,3,NA,5,15,3,4,5,4,2,18,2,2,1,1,1,7,7,7,18,18
1084,59,2,Urban,5,1,45,1,NA,4,2,2,2,1,11,2,2,3,2,2,11,11,11,11,11
1087,67,2,Rural,4,4,NA,1,NA,3,2,2,1,1,9,3,3,2,2,2,12,12,12,9,9
1089,43,2,Rural,4,1,36,1,19,5,2,2,2,1,12,3,4,2,1,1,11,11,11,12,12
1092,32,2,Urban,3,1,41.5,5,7,4,4,4,3,2,17,2,2,3,3,2,12,12,12,17,17
1093,62,1,Urban,5,4,NA,1,21,3,2,2,2,1,10,2,1,2,3,2,10,10,10,10,10
1095,41,2,Urban,5,2,20,1,20,3,2,2,2,1,10,2,3,1,1,1,8,8,8,10,10
1097,39,1,Rural,3,1,40,5,21,2,3,3,2,1,11,4,3,3,2,2,14,14,14,11,11
1098,42,2,Urban,4,1,38,4,18,3,3,3,4,3,16,3,3,2,1,2,11,11,11,16,16
1099,52,1,NA,3,1,40,5,NA,2,2,2,1,1,8,3,3,1,2,2,11,11,11,8,8
1101,51,2,NA,3,2,30,1,NA,1,3,3,3,3,13,3,2,2,4,1,12,12,12,13,13
1102,58,1,Rural,3,1,60,4,15,4,4,3,4,3,18,3,3,3,2,2,13,13,13,18,18
1104,NA,2,Urban,3,3,NA,5,NA,3,2,2,2,2,11,2,1,3,2,1,9,9,9,11,11
1105,53,1,NA,3,1,45,4,NA,4,3,4,3,3,17,1,1,1,3,1,7,7,7,17,17
1106,40,1,Urban,5,1,42,1,21,4,3,3,3,1,14,3,2,2,2,2,11,11,11,14,14
1108,61,2,Urban,3,4,NA,1,15,3,3,3,4,3,16,4,4,2,2,1,13,13,13,16,16
1112,72,1,Urban,3,3,NA,4,12,2,2,1,1,1,7,3,2,3,1,2,11,11,11,7,7
1113,52,2,Urban,5,1,40,1,14,4,3,3,4,3,17,3,1,2,2,3,11,11,11,17,17
1114,26,1,Urban,3,3,NA,5,NA,4,2,2,3,3,14,2,3,1,1,1,8,8,8,14,14
1120,25,1,Urban,5,3,NA,5,11,2,3,3,3,1,12,2,1,1,3,3,10,10,10,12,12
1122,60,2,Rural,5,2,20,1,2,3,2,2,2,1,10,2,1,1,2,2,8,8,8,10,10
1123,27,1,Urban,4,3,NA,5,20,3,3,2,3,2,13,1,3,2,2,2,10,10,10,13,13
1124,53,1,Urban,5,1,50,1,20,3,3,4,2,1,13,2,2,2,2,2,10,10,10,13,13
1125,48,1,Rural,5,1,40.5,1,NA,3,2,2,3,2,12,3,2,3,4,2,14,14,14,12,12
1126,81,2,Urban,3,4,NA,4,15,3,2,4,3,2,14,3,1,4,3,3,14,14,14,14,14
1127,86,1,Rural,5,4,NA,1,17,2,2,4,2,2,12,3,4,3,3,2,15,15,15,12,12
1128,67,2,Urban,3,4,NA,1,NA,1,2,4,1,1,9,2,1,2,2,1,8,8,8,9,9
1129,23,2,Rural,3,1,40,5,20,3,2,2,2,1,10,3,3,2,2,2,12,12,12,10,10
1130,30,2,Rural,5,1,38.5,1,21,3,2,2,3,2,12,3,1,1,2,2,9,9,9,12,12
1131,43,1,Urban,3,1,41.5,1,21,4,3,3,2,1,13,3,1,2,1,2,9,9,9,13,13
1134,49,2,Urban,4,1,45,1,25,4,3,2,3,1,13,3,3,1,1,2,10,10,10,13,13
1135,38,2,Urban,5,2,35,1,25,4,3,3,4,1,15,2,1,2,1,2,8,8,8,15,15
1136,49,1,Urban,5,1,40,1,20,3,3,2,3,2,13,2,3,1,1,1,8,8,8,13,13
1139,57,2,Urban,6,2,24,3,19,3,3,3,3,3,15,4,4,1,1,1,11,11,11,15,15
1140,56,2,Urban,3,1,39.5,NA,20,4,2,2,2,1,11,2,2,1,3,2,10,10,10,11,11
1145,80,2,Urban,3,4,NA,1,21,3,2,3,3,2,13,3,2,3,3,3,14,14,14,13,13
