respid,age,sex,wohnort,isced97,work,dw15,mstat,hhincc,hs04_r,hs06,hs07,hs05_r,hs09_r,distress,im17_r,im18_r,im19_r,im20_r,im21_r,soz.u,soz.u_na,soz.u_rmt,distress_na,distress_rmt
4239,30,1,Urban,3,1,40,5,NA,4,3,3,4,3,17,3,4,1,2,1,11,11,11,17,17
4240,55,1,Urban,5,1,40,1,23,4,3,3,3,2,15,2,3,1,2,1,9,9,9,15,15
4241,45,1,Urban,5,1,45,5,15,3,2,2,2,2,11,3,3,2,1,2,11,11,11,11,11
4244,22,1,Urban,3,1,37.5,5,14,3,3,3,1,1,11,2,3,2,3,2,12,12,12,11,11
4246,59,2,Rural,3,2,30,3,14,3,2,2,2,1,10,2,3,2,1,1,9,9,9,10,10
4248,60,2,Rural,3,3,NA,1,NA,2,1,2,2,2,9,4,4,2,1,2,13,13,13,9,9
4249,39,2,Urban,4,1,38,5,10,5,3,4,4,4,20,2,2,2,2,2,10,10,10,20,20
4250,60,2,Urban,5,2,32,1,26,1,2,2,1,2,8,2,1,3,2,2,10,10,10,8,8
4252,55,2,Rural,3,1,40.1,4,14,4,3,3,4,4,18,3,3,1,1,1,9,9,9,18,18
4253,79,1,Urban,5,4,NA,1,NA,1,1,2,1,1,6,2,3,1,1,1,8,8,8,6,6
4254,67,2,Urban,5,4,NA,1,19,1,2,2,2,1,8,2,1,3,3,3,12,12,12,8,8
4255,33,2,Urban,3,2,26.5,1,22,4,4,5,3,3,19,2,3,2,2,2,11,11,11,19,19
4257,42,2,Rural,3,1,40,1,18,4,4,4,3,3,18,3,1,3,3,2,12,12,12,18,18
4259,59,2,Urban,5,1,39,5,19,4,2,3,1,1,11,1,3,2,2,1,9,9,9,11,11
4260,63,1,Urban,3,1,40,1,18,2,2,3,2,2,11,4,4,1,3,1,13,13,13,11,11
4262,63,2,Rural,5,2,25,1,20,3,2,3,3,2,13,1,1,2,2,2,8,8,8,13,13
4266,27,2,Urban,5,2,40,4,14,4,3,3,4,4,18,3,3,2,1,1,10,10,10,18,18
4267,25,1,Urban,4,1,39,5,NA,4,4,3,4,4,19,2,2,2,3,3,12,12,12,19,19
4269,29,2,Urban,3,1,38,5,20,3,3,3,3,3,15,3,2,2,3,3,13,13,13,15,15
4270,59,1,Urban,5,1,40,1,24,2,2,3,2,1,10,2,1,4,2,2,11,11,11,10,10
4272,47,2,Rural,3,1,39.5,4,23,3,2,2,2,1,10,2,1,2,3,3,11,11,11,10,10
4273,67,2,Rural,NA,4,NA,1,6,1,5,5,3,2,16,4,3,3,3,4,17,17,17,16,16
4274,21,1,Rural,4,1,37.5,5,NA,2,1,2,2,1,8,4,3,2,2,2,13,13,13,8,8
4275,67,1,Rural,3,4,NA,1,15,2,3,4,3,2,14,2,2,1,2,1,8,8,8,14,14
4276,62,1,Rural,3,1,60,1,24,3,3,3,4,4,17,3,3,2,2,2,12,12,12,17,17
4277,60,2,Urban,3,3,NA,1,17,3,2,2,1,1,9,2,3,2,1,2,10,10,10,9,9
4280,44,1,Urban,2,1,40,1,14,3,2,3,2,1,11,3,2,4,4,3,16,16,16,11,11
4281,35,1,Urban,5,1,40,1,23,3,2,3,2,1,11,2,2,3,2,2,11,11,11,11,11
4283,60,2,Rural,5,1,38.5,5,20,3,3,1,3,2,12,3,2,2,1,1,9,9,9,12,12
4284,37,2,Urban,5,2,25,1,24,5,4,4,5,2,20,3,2,2,2,2,11,11,11,20,20
4285,62,2,Rural,5,2,38,5,17,3,2,2,2,2,11,2,4,2,1,1,10,10,10,11,11
4287,41,1,Rural,3,1,40,1,23,3,3,3,2,1,12,3,2,2,3,2,12,12,12,12,12
4288,42,1,Urban,4,1,40,5,15,3,3,4,4,3,17,2,2,2,2,3,11,11,11,17,17
4290,52,1,Rural,5,1,50,1,18,4,1,2,4,4,15,4,4,2,2,1,13,13,13,15,15
4291,53,1,Urban,5,1,45,1,24,4,3,2,3,1,13,2,2,1,1,2,8,8,8,13,13
4292,37,1,Urban,3,1,50,5,22,4,3,2,2,1,12,2,2,3,2,1,10,10,10,12,12
4294,45,2,Urban,5,2,10,2,NA,3,2,2,3,3,13,3,3,2,2,2,12,12,12,13,13
4295,32,1,Urban,5,4,NA,5,16,3,2,3,2,2,12,1,2,1,1,2,7,7,7,12,12
4296,33,2,Urban,5,1,39,6,23,3,2,2,1,1,9,4,3,2,1,1,11,11,11,9,9
4297,23,2,Rural,4,1,41.2,5,15,4,3,3,3,2,15,2,4,2,2,2,12,12,12,15,15
4299,72,2,Rural,5,4,NA,1,14,1,3,2,1,1,8,1,1,4,2,2,10,10,10,8,8
4300,59,2,Rural,2,4,NA,5,8,2,2,3,2,2,11,4,4,1,1,3,13,13,13,11,11
4302,70,2,Urban,3,4,NA,1,8,3,2,3,3,2,13,3,1,3,4,3,14,14,14,13,13
4303,41,2,Urban,6,1,40,5,20,3,4,4,4,4,19,3,4,1,1,1,10,10,10,19,19
4305,51,2,Urban,5,1,40,1,1,3,2,3,2,1,11,2,2,1,1,2,8,8,8,11,11
4306,47,1,Urban,3,1,40,5,13,2,2,2,2,1,9,4,2,3,3,3,15,15,15,9,9
4307,41,1,Urban,5,1,40,1,23,3,2,2,2,1,10,1,2,3,3,3,12,12,12,10,10
4308,75,2,Rural,2,4,NA,1,19,1,2,2,3,1,9,3,3,2,2,1,11,11,11,9,9
4310,66,1,Urban,5,4,NA,4,15,2,3,4,3,5,17,4,4,3,2,1,14,14,14,17,17
4312,71,2,Urban,5,4,NA,1,18,1,2,2,2,1,8,3,1,1,1,2,8,8,8,8,8
4315,53,2,Urban,4,2,30,1,21,3,3,3,3,3,15,2,3,3,3,2,13,13,13,15,15
4316,39,1,Urban,5,1,50,5,19,4,4,4,3,4,19,2,2,3,1,3,11,11,11,19,19
4318,44,1,Urban,3,1,40,1,NA,3,3,3,3,3,15,2,3,1,1,1,8,8,8,15,15
4320,54,2,Urban,5,4,NA,5,7,2,2,2,2,1,9,2,1,2,2,2,9,9,9,9,9
4321,59,1,Rural,3,4,NA,1,12,1,2,2,1,1,7,2,3,2,2,1,10,10,10,7,7
4322,54,1,Rural,5,2,4,1,15,4,4,4,4,2,18,4,4,1,1,1,11,11,11,18,18
4324,60,1,Urban,5,1,50,4,20,3,3,3,2,3,14,2,1,2,1,1,7,7,7,14,14
4326,59,2,Urban,5,2,30,1,15,1,1,1,1,2,6,2,2,2,2,2,10,10,10,6,6
4327,54,1,Urban,5,1,48,5,17,3,2,3,3,1,12,3,2,3,2,3,13,13,13,12,12
4328,64,2,Urban,5,2,10.5,1,20,2,2,3,2,1,10,2,3,3,2,2,12,12,12,10,10
4329,71,1,Urban,3,4,NA,4,9,2,4,5,4,4,19,3,3,2,2,2,12,12,12,19,19
4332,45,1,Urban,3,1,40,1,18,1,3,5,1,1,11,3,4,2,2,1,12,12,12,11,11
4333,51,2,Urban,5,2,20,1,25,2,2,2,1,1,8,3,3,1,2,1,10,10,10,8,8
4334,32,1,Urban,5,1,50,4,21,3,3,4,3,1,14,2,3,2,2,2,11,11,11,14,14
4335,36,2,Rural,3,1,40,5,15,2,4,2,3,1,12,3,3,2,2,2,12,12,12,12,12
4336,41,1,Urban,3,1,40,1,21,3,3,3,2,2,13,3,3,3,2,2,13,13,13,13,13
4337,72,2,Rural,5,4,NA,4,15,2,2,2,3,2,11,3,1,1,1,1,7,7,7,11,11
4339,71,2,Urban,3,4,NA,1,NA,2,2,3,3,3,13,3,4,4,3,3,17,17,17,13,13
4340,65,2,Urban,5,1,40,1,NA,3,2,2,1,1,9,3,2,3,3,3,14,14,14,9,9
4341,61,1,Urban,5,2,25,5,24,1,1,2,1,1,6,3,3,2,2,1,11,11,11,6,6
4342,58,2,Urban,5,2,35,1,23,4,3,2,3,4,16,3,3,2,2,2,12,12,12,16,16
4345,63,2,Rural,3,4,NA,1,12,2,2,3,2,2,11,4,2,2,2,1,11,11,11,11,11
4346,27,2,Urban,5,1,45,5,2,5,2,3,5,4,19,2,3,1,3,2,11,11,11,19,19
4349,33,2,Rural,5,2,30,1,22,4,3,3,3,1,14,3,3,3,1,2,12,12,12,14,14
4350,46,1,Rural,3,1,39,4,15,2,2,3,3,2,12,3,4,2,2,1,12,12,12,12,12
4352,61,2,Urban,3,1,42,4,14,4,3,3,4,2,16,4,4,1,1,2,12,12,12,16,16
4353,NA,2,Urban,4,4,NA,1,18,4,4,3,4,1,16,3,2,2,3,2,12,12,12,16,16
4354,69,1,Rural,1,4,NA,4,16,4,4,4,4,3,19,3,3,3,4,4,17,17,17,19,19
4356,43,2,Urban,5,4,NA,1,20,2,2,2,2,1,9,2,4,2,3,2,13,13,13,9,9
4357,32,2,Urban,5,1,35,5,21,3,4,4,4,4,19,3,3,1,1,1,9,9,9,19,19
4358,64,1,Urban,5,1,41,1,21,3,2,3,2,2,12,3,3,2,2,1,11,11,11,12,12
4359,66,2,Urban,3,4,NA,3,13,1,1,2,1,1,6,2,2,3,1,2,10,10,10,6,6
4360,56,2,Urban,5,1,38,1,25,4,3,4,2,1,14,2,2,2,3,3,12,12,12,14,14
4361,35,2,Urban,3,4,NA,5,11,3,3,4,4,4,18,3,3,1,1,1,9,9,9,18,18
4364,30,1,Urban,5,1,42,1,21,3,4,3,3,1,14,3,3,1,2,2,11,11,11,14,14
4365,62,2,Urban,3,2,30,1,18,3,2,2,1,1,9,4,3,1,3,3,14,14,14,9,9
4367,20,2,Rural,3,1,37,5,21,3,2,2,3,3,13,3,2,1,2,2,10,10,10,13,13
4368,26,2,Rural,3,4,NA,5,13,4,4,4,5,5,22,1,3,1,1,1,7,7,7,22,22
4372,69,2,Urban,3,4,NA,1,NA,3,2,2,2,3,12,2,2,2,2,2,10,10,10,12,12
4374,48,2,Urban,6,2,20,1,25,4,2,2,2,1,11,3,2,2,2,2,11,11,11,11,11
4378,76,2,Rural,3,4,NA,1,16,2,2,3,3,1,11,4,4,3,3,1,15,15,15,11,11
4380,70,1,Urban,5,4,NA,4,13,2,2,3,3,2,12,4,3,2,2,1,12,12,12,12,12
4381,58,1,Urban,5,1,40,1,17,2,2,3,2,2,11,4,3,2,2,3,14,14,14,11,11
4382,81,2,Urban,5,4,NA,5,19,1,1,4,1,1,8,3,3,1,1,2,10,10,10,8,8
4383,19,2,Urban,3,3,NA,5,NA,4,5,3,3,3,18,2,2,3,2,3,12,12,12,18,18
4384,30,2,Urban,3,1,40,5,NA,2,2,3,3,1,11,3,3,2,3,2,13,13,13,11,11
4385,64,2,Rural,3,4,NA,1,16,2,3,2,3,1,11,2,2,3,3,3,13,13,13,11,11
4386,57,1,Rural,4,1,50,2,23,3,3,3,2,2,13,3,3,2,2,1,11,11,11,13,13
4387,58,1,Urban,4,1,43,1,19,3,2,2,2,1,10,2,2,2,1,2,9,9,9,10,10
4388,36,2,Rural,4,1,40,1,21,4,2,2,3,3,14,2,3,1,1,2,9,9,9,14,14
4389,47,1,Rural,5,1,46,1,23,5,4,3,3,3,18,3,1,3,2,3,12,12,12,18,18
4390,60,2,Urban,3,2,27,1,7,3,3,4,3,1,14,3,3,2,3,2,13,13,13,14,14
4393,83,1,Urban,5,4,NA,1,16,3,3,3,3,2,14,4,3,2,3,3,15,15,15,14,14
4394,41,1,Urban,5,1,40,4,18,3,2,2,3,1,11,1,3,2,2,2,10,10,10,11,11
4395,63,2,NA,3,2,25,1,NA,3,2,3,2,1,11,3,3,2,2,2,12,12,12,11,11
4396,57,1,Urban,5,1,48,1,21,4,4,3,3,3,17,3,3,2,2,3,13,13,13,17,17
4397,53,1,Urban,5,1,39,1,21,4,2,3,3,3,15,4,4,2,1,1,12,12,12,15,15
4398,38,2,Urban,5,1,38,1,24,3,3,3,4,2,15,4,2,3,3,3,15,15,15,15,15
4399,21,1,Rural,3,1,37.5,5,24,4,2,3,4,2,15,4,3,3,3,2,15,15,15,15,15
4400,39,2,Urban,3,2,25.5,1,21,4,4,4,3,3,18,2,2,3,3,2,12,12,12,18,18
4401,57,2,Urban,3,2,17,1,18,4,3,4,3,1,15,3,4,2,2,2,13,13,13,15,15
4402,23,2,Urban,3,3,NA,5,23,4,2,3,2,1,12,2,2,1,1,2,8,8,8,12,12
4405,63,1,Urban,3,1,40,1,23,2,2,2,2,2,10,1,3,2,3,2,11,11,11,10,10
4406,66,2,Urban,3,4,NA,1,NA,3,2,2,2,1,10,3,3,2,3,2,13,13,13,10,10
4407,52,1,Rural,5,1,44,1,21,3,3,4,2,1,13,2,1,4,4,3,14,14,14,13,13
4409,32,2,Urban,3,1,40,5,19,4,3,3,3,2,15,3,3,2,1,2,11,11,11,15,15
4410,40,2,Urban,3,1,40,5,25,5,4,4,3,2,18,1,2,2,2,2,9,9,9,18,18
4412,54,1,Rural,5,1,38,1,22,4,3,3,4,2,16,2,1,1,2,2,8,8,8,16,16
4413,36,1,Urban,1,1,38.5,1,16,5,1,1,5,3,15,4,4,3,3,2,16,16,16,15,15
4414,52,2,Rural,3,2,30,1,19,4,2,2,2,1,11,3,3,1,2,3,12,12,12,11,11
4415,60,2,Urban,3,1,30,1,22,4,2,2,2,1,11,2,2,3,3,3,13,13,13,11,11
4417,32,1,Rural,4,1,38.5,5,15,4,4,3,4,4,19,2,1,4,3,2,12,12,12,19,19
4418,70,1,Urban,5,4,NA,3,12,2,2,3,3,3,13,2,2,3,2,2,11,11,11,13,13
4419,22,1,Rural,3,3,NA,5,21,1,4,4,5,2,16,2,3,2,2,3,12,12,12,16,16
4420,30,1,Urban,5,1,40,1,24,3,3,3,2,2,13,3,2,2,3,2,12,12,12,13,13
4421,36,2,Urban,5,1,38,1,19,4,2,2,3,1,12,3,3,2,2,2,12,12,12,12,12
4422,60,2,Rural,5,1,25,1,NA,3,2,3,1,1,10,3,1,2,3,2,11,11,11,10,10
4423,76,1,Rural,5,4,NA,1,NA,3,3,3,3,1,13,2,2,3,3,2,12,12,12,13,13
4425,37,2,Urban,5,2,32.5,1,20,3,2,4,3,2,14,2,2,4,3,2,13,13,13,14,14
4427,22,2,Urban,4,2,30.5,5,19,3,3,3,2,1,12,2,3,3,3,2,13,13,13,12,12
4428,64,1,Urban,4,4,NA,1,NA,1,2,2,2,1,8,2,3,1,3,2,11,11,11,8,8
4435,60,1,Urban,3,4,NA,1,15,2,2,2,3,2,11,3,4,4,2,1,14,14,14,11,11
4438,81,1,Urban,5,4,NA,1,NA,2,2,3,1,1,9,3,2,2,3,2,12,12,12,9,9
4439,41,1,Urban,3,1,42.5,2,20,4,4,3,3,2,16,3,4,2,1,1,11,11,11,16,16
4441,37,2,Urban,5,1,37.5,5,16,3,3,3,4,3,16,2,2,2,3,3,12,12,12,16,16
4442,35,1,Urban,3,1,39.5,1,17,4,2,3,3,1,13,4,3,2,2,1,12,12,12,13,13
4444,81,1,Urban,5,4,NA,1,NA,2,1,2,2,1,8,3,1,2,4,3,13,13,13,8,8
4445,62,1,Urban,3,1,40,1,20,2,2,2,2,1,9,3,1,3,3,3,13,13,13,9,9
4446,40,1,Urban,5,1,45,1,20,4,2,2,3,1,12,1,4,1,1,1,8,8,8,12,12
4449,52,2,Urban,5,2,20.5,1,22,3,3,4,3,2,15,3,3,2,2,2,12,12,12,15,15
4450,37,1,Rural,5,1,45,1,NA,4,3,4,4,3,18,3,2,3,3,1,12,12,12,18,18
4453,78,2,Rural,2,4,NA,1,14,3,2,2,1,1,9,4,4,4,4,4,20,20,20,9,9
4454,56,1,Urban,3,1,40,1,18,4,4,4,3,1,16,3,4,1,1,1,10,10,10,16,16
4456,60,2,Urban,5,1,40,1,18,5,4,4,5,1,19,4,3,1,2,1,11,11,11,19,19
4457,56,1,Urban,5,1,46,1,19,3,4,4,3,2,16,4,2,3,2,1,12,12,12,16,16
4458,42,1,Urban,4,1,40,5,21,3,3,4,2,1,13,2,2,1,2,1,8,8,8,13,13
4461,20,1,Urban,3,3,NA,5,21,4,4,3,2,2,15,1,1,1,1,1,5,5,5,15,15
4463,64,1,Urban,5,1,39,2,18,4,3,3,4,2,16,2,2,3,1,1,9,9,9,16,16
4467,54,1,Rural,5,1,60,1,19,4,2,2,3,2,13,3,2,3,3,2,13,13,13,13,13
4468,26,1,Urban,5,3,NA,5,14,5,3,4,4,1,17,3,4,3,1,2,13,13,13,17,17
4470,81,1,Urban,5,4,NA,1,18,3,2,3,2,1,11,3,2,3,2,2,12,12,12,11,11
4472,69,1,Urban,3,4,NA,1,16,3,4,4,4,1,16,3,2,1,1,1,8,8,8,16,16
4473,48,2,Urban,4,2,30.5,1,22,1,2,2,1,1,7,3,1,4,2,2,12,12,12,7,7
4475,48,1,Rural,5,1,40,1,22,4,3,3,3,1,14,2,1,2,3,3,11,11,11,14,14
4476,34,2,Rural,5,2,30,1,20,3,2,2,1,1,9,2,3,1,2,1,9,9,9,9,9
4477,87,1,Urban,6,4,NA,1,20,3,3,3,3,1,13,3,2,3,2,3,13,13,13,13,13
4479,85,1,Urban,3,4,NA,1,13,3,3,3,2,2,13,4,3,3,3,3,16,16,16,13,13
4480,77,2,Urban,5,4,NA,3,11,2,3,2,4,4,15,4,3,2,1,3,13,13,13,15,15
4482,49,2,Urban,3,1,40.5,5,13,4,3,2,3,3,15,3,1,1,1,1,7,7,7,15,15
4483,50,1,Urban,5,1,45,1,25,4,3,3,3,2,15,3,2,2,1,2,10,10,10,15,15
4485,30,2,Rural,5,2,9.6,1,18,3,2,2,2,2,11,2,2,2,2,2,10,10,10,11,11
4488,32,1,Urban,5,2,35,5,21,3,3,3,4,3,16,3,3,2,2,3,13,13,13,16,16
4489,37,2,Rural,4,2,14,1,21,3,2,2,2,2,11,2,3,2,1,2,10,10,10,11,11
4490,65,1,Urban,5,1,28,1,21,3,2,2,2,1,10,2,2,3,3,2,12,12,12,10,10
4491,45,2,Rural,3,1,45,4,24,3,2,2,1,1,9,2,2,1,2,2,9,9,9,9,9
4493,86,1,Rural,3,4,NA,1,16,2,1,2,2,2,9,4,3,4,2,1,14,14,14,9,9
4495,24,1,Urban,5,3,NA,5,NA,4,3,3,4,2,16,3,3,2,1,1,10,10,10,16,16
4498,57,2,Urban,5,2,32,5,20,5,2,4,2,2,15,2,3,1,1,1,8,8,8,15,15
4499,42,2,Urban,4,2,30,5,20,5,2,3,2,1,13,4,4,3,3,3,17,17,17,13,13
4501,45,2,Urban,2,1,40,1,19,3,3,3,2,2,13,3,3,2,3,3,14,14,14,13,13
4502,54,1,Rural,5,1,55,4,25,5,3,2,4,1,15,2,3,4,2,3,14,14,14,15,15
4503,69,1,Urban,6,4,NA,1,24,2,2,3,2,1,10,4,4,1,1,1,11,11,11,10,10
4504,70,2,Urban,5,4,NA,1,21,2,2,2,2,1,9,3,1,3,4,2,13,13,13,9,9
4505,53,1,Rural,3,1,60,5,13,1,1,2,1,5,10,3,4,3,4,3,17,17,17,10,10
4507,24,1,Urban,3,3,NA,5,NA,3,2,3,3,1,12,3,3,1,1,1,9,9,9,12,12
4508,83,1,Urban,3,4,NA,1,14,3,2,3,3,2,13,3,4,3,3,3,16,16,16,13,13
4509,30,2,Urban,3,1,45,5,21,5,4,4,5,4,22,1,2,1,1,1,6,6,6,22,22
4511,54,1,Urban,3,1,50,4,20,4,3,3,3,3,16,2,3,2,3,3,13,13,13,16,16
4512,59,2,Rural,5,1,35,3,15,3,2,2,1,2,10,2,3,2,1,2,10,10,10,10,10
4513,80,1,Urban,3,4,NA,1,15,2,2,2,2,2,10,3,3,2,4,2,14,14,14,10,10
4516,74,1,Rural,5,3,NA,4,14,3,3,4,3,3,16,2,2,3,3,2,12,12,12,16,16
4517,83,2,Urban,5,4,NA,1,19,1,2,4,3,1,11,3,3,3,4,3,16,16,16,11,11
4522,67,2,Urban,5,4,NA,1,NA,3,2,3,3,2,13,4,4,3,4,3,18,18,18,13,13
4523,60,1,Rural,6,1,50,1,23,5,3,3,3,1,15,3,4,3,2,1,13,13,13,15,15
4526,92,1,Urban,3,4,NA,3,14,2,2,1,1,1,7,4,3,2,3,4,16,16,16,7,7
4529,62,2,Rural,3,2,15,1,18,2,2,3,1,1,9,3,3,2,2,1,11,11,11,9,9
4531,55,1,Urban,3,1,39.5,1,NA,4,4,3,3,1,15,2,2,1,2,2,9,9,9,15,15
4532,51,1,Rural,5,1,49,1,26,5,3,3,3,3,17,1,1,4,3,3,12,12,12,17,17
4534,58,1,Urban,3,1,41.5,1,22,3,2,3,3,1,12,2,1,3,4,3,13,13,13,12,12
4535,65,1,Rural,3,4,NA,1,13,2,3,3,3,2,13,2,3,1,2,2,10,10,10,13,13
4537,83,1,Urban,5,4,NA,1,NA,2,2,3,2,2,11,2,2,2,2,3,11,11,11,11,11
4538,38,1,Urban,5,1,41,5,14,3,3,4,3,4,17,2,2,2,2,1,9,9,9,17,17
4539,60,2,Rural,3,4,NA,3,NA,2,2,2,1,2,9,4,4,2,2,1,13,13,13,9,9
4541,19,2,Urban,3,4,NA,5,19,4,3,4,3,3,17,2,3,2,2,1,10,10,10,17,17
4542,54,1,Urban,5,4,NA,1,20,4,5,5,4,4,22,3,2,3,3,2,13,13,13,22,22
4545,36,1,Urban,5,1,52,1,19,3,2,2,2,1,10,2,3,1,2,3,11,11,11,10,10
4547,44,1,Urban,3,4,NA,1,NA,1,4,4,4,4,17,2,1,2,2,1,8,8,8,17,17
4549,32,3,Urban,3,1,30.5,5,3,5,3,4,4,1,17,3,3,1,3,4,14,14,14,17,17
4550,23,2,Rural,4,1,55,5,NA,4,4,3,4,3,18,2,2,1,1,1,7,7,7,18,18
4551,74,1,Urban,3,4,NA,1,13,2,4,3,2,2,13,3,3,3,2,2,13,13,13,13,13
4552,30,1,Urban,3,1,39.5,5,12,1,4,3,2,1,11,3,4,3,3,1,14,14,14,11,11
4553,49,2,Rural,3,4,NA,5,13,4,3,3,4,2,16,3,3,3,2,2,13,13,13,16,16
4555,65,2,Urban,2,2,18,1,NA,2,2,3,3,1,11,4,3,3,2,3,15,15,15,11,11
4557,37,2,Urban,5,1,55,1,23,2,2,2,1,1,8,2,3,2,2,3,12,12,12,8,8
4559,44,1,Rural,6,1,40,1,NA,4,3,3,3,2,15,2,2,3,2,1,10,10,10,15,15
4560,72,1,Urban,5,4,NA,1,NA,1,2,3,1,1,8,3,3,3,3,2,14,14,14,8,8
4561,71,2,Urban,2,4,NA,3,NA,1,1,1,1,1,5,3,4,4,1,3,15,15,15,5,5
4562,63,2,Urban,5,2,12.5,1,14,4,3,3,3,2,15,4,1,3,3,2,13,13,13,15,15
4563,20,2,Urban,4,1,38.5,5,8,4,3,3,3,3,16,3,3,2,2,2,12,12,12,16,16
4567,34,2,Urban,4,1,42,5,23,2,2,3,1,1,9,3,3,2,2,2,12,12,12,9,9
4568,76,2,Urban,3,4,NA,1,NA,4,3,3,4,4,18,3,4,1,2,1,11,11,11,18,18
4569,47,2,Rural,3,2,25,1,19,3,2,2,2,2,11,2,3,3,3,2,13,13,13,11,11
4570,48,1,Urban,5,1,40,1,22,3,2,3,2,1,11,1,1,3,3,2,10,10,10,11,11
4572,59,1,Urban,5,4,NA,1,26,1,2,2,1,1,7,2,1,2,3,2,10,10,10,7,7
4574,60,1,Urban,5,1,45,1,NA,3,4,3,3,1,14,2,1,4,3,3,13,13,13,14,14
4575,52,2,Urban,3,2,25,1,23,3,2,2,2,1,10,1,1,2,2,2,8,8,8,10,10
4579,50,2,Urban,3,1,42,1,24,4,3,2,2,1,12,1,1,3,3,3,11,11,11,12,12
4580,69,1,Urban,5,4,NA,1,19,2,2,3,1,1,9,3,1,2,2,3,11,11,11,9,9
4581,48,2,Rural,5,4,NA,5,NA,3,3,3,4,4,17,2,3,2,2,1,10,10,10,17,17
4582,43,2,Urban,5,1,40,1,18,2,2,4,2,1,11,3,4,2,3,3,15,15,15,11,11
4583,33,1,Urban,3,1,35.1,5,24,2,2,3,3,3,13,2,3,3,3,2,13,13,13,13,13
4587,81,2,Urban,5,4,NA,3,20,2,1,1,1,3,8,3,1,2,3,2,11,11,11,8,8
4588,22,1,Urban,3,3,NA,5,NA,4,3,3,3,3,16,3,3,2,1,2,11,11,11,16,16
4589,28,2,Rural,4,1,50,1,22,3,2,3,2,2,12,2,2,3,3,3,13,13,13,12,12
4590,64,1,Urban,6,2,40,1,19,2,2,3,1,1,9,3,3,2,2,3,13,13,13,9,9
4592,34,1,Urban,6,1,38,1,23,3,4,4,4,1,16,2,2,1,1,2,8,8,8,16,16
4593,39,1,Rural,6,1,60,5,NA,3,3,3,1,3,13,1,3,2,2,2,10,10,10,13,13
4595,36,1,Urban,4,1,40,5,19,4,3,4,4,5,20,4,3,4,3,2,16,16,16,20,20
4596,58,2,Rural,5,1,45,3,15,4,4,4,4,1,17,4,3,3,3,2,15,15,15,17,17
4597,63,2,Urban,3,2,30,1,22,3,2,3,3,2,13,3,2,3,3,2,13,13,13,13,13
4598,18,1,Urban,3,1,39,5,NA,2,2,2,2,1,9,3,3,2,3,3,14,14,14,9,9
4603,77,1,Urban,5,4,NA,3,19,4,3,3,3,3,16,4,2,2,4,2,14,14,14,16,16
4604,69,1,Urban,3,4,NA,1,14,2,2,2,1,1,8,2,3,3,3,3,14,14,14,8,8
4605,62,1,Rural,3,1,45,1,NA,4,2,2,2,1,11,4,4,3,2,3,16,16,16,11,11
4606,74,1,Urban,5,4,NA,1,19,1,2,3,1,1,8,2,4,2,3,2,13,13,13,8,8
4607,36,1,Rural,5,1,39,2,16,2,2,2,2,2,10,1,1,2,3,2,9,9,9,10,10
4614,54,1,Urban,4,2,30,4,18,4,3,3,3,3,16,2,2,3,2,2,11,11,11,16,16
4615,50,3,Urban,5,1,55,5,NA,5,4,3,4,4,20,2,2,1,2,1,8,8,8,20,20
4616,71,1,Urban,5,4,NA,1,20,1,2,3,2,2,10,3,3,2,3,2,13,13,13,10,10
4618,53,1,Urban,5,1,40,2,22,4,3,3,2,3,15,1,2,3,2,2,10,10,10,15,15
4619,81,2,Urban,3,4,NA,3,19,2,2,2,3,3,12,3,2,3,4,2,14,14,14,12,12
4622,78,1,Urban,3,3,NA,1,16,2,3,3,2,2,12,3,2,2,3,2,12,12,12,12,12
4623,64,2,NA,3,4,NA,3,11,3,3,3,4,5,18,2,1,3,3,1,10,10,10,18,18
4624,52,2,Rural,3,1,40,5,1,3,3,2,3,2,13,3,3,3,3,2,14,14,14,13,13
4627,68,2,Urban,3,4,NA,5,NA,3,2,3,3,3,14,3,3,3,3,2,14,14,14,14,14
4628,57,1,Urban,4,1,38.5,1,NA,4,4,3,4,3,18,2,2,4,3,3,14,14,14,18,18
4629,57,1,Urban,3,1,41,1,20,4,4,3,3,1,15,2,2,3,3,2,12,12,12,15,15
4631,49,2,Urban,3,2,35,4,13,4,4,2,4,2,16,3,4,2,3,2,14,14,14,16,16
4632,41,1,Rural,3,1,48,1,14,3,2,2,3,2,12,3,3,2,3,2,13,13,13,12,12
4633,34,2,Rural,5,4,NA,1,23,4,3,3,2,1,13,2,2,2,2,2,10,10,10,13,13
4637,96,2,Urban,2,4,NA,3,20,2,3,4,4,4,17,2,1,3,2,2,10,10,10,17,17
4638,43,2,Urban,3,1,38,4,19,3,2,3,2,4,14,2,3,2,1,2,10,10,10,14,14
4641,35,2,Rural,3,2,20,4,19,3,2,2,2,2,11,4,3,2,2,2,13,13,13,11,11
4642,54,2,Urban,4,2,30,1,13,3,3,3,3,3,15,3,3,3,3,2,14,14,14,15,15
4644,61,2,Urban,4,4,NA,1,NA,2,2,2,3,1,10,3,2,1,2,2,10,10,10,10,10
4647,26,1,Urban,5,1,56,5,14,4,3,2,3,2,14,1,2,3,2,2,10,10,10,14,14
4650,64,2,Urban,2,4,NA,1,NA,4,3,3,2,1,13,4,4,4,3,3,18,18,18,13,13
4651,59,2,Urban,5,1,45,1,23,4,4,4,4,2,18,2,3,1,2,1,9,9,9,18,18
